batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_runs_x,crr,rrr,results
Kolkata Knight Riders,Chennai Super Kings,Chennai,21,6,6,201,9.47,21.0,0
Delhi Capitals,Chennai Super Kings,Chennai,171,106,9,187,6.86,9.68,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,31,28,5,156,8.15,6.64,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,199,100,9,224,7.5,11.94,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,86,54,7,166,7.27,9.56,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,7,3,3,172,8.46,14.0,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,27,9,5,179,8.22,18.0,0
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,116,84,10,172,9.33,8.29,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,62,49,8,148,7.27,7.59,1
Kings XI Punjab,Delhi Capitals,Delhi,85,103,9,121,12.71,4.95,1
Kings XI Punjab,Mumbai Indians,Mohali,182,113,10,188,5.14,9.66,1
Chennai Super Kings,Rajasthan Royals,Chennai,98,63,9,186,9.26,9.33,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,45,30,6,135,6.0,9.0,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,4,14,7,175,9.68,1.71,1
Chennai Super Kings,Mumbai Indians,Mumbai,29,17,5,165,7.92,10.24,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,89,57,7,164,7.14,9.37,0
Chennai Super Kings,Kings XI Punjab,Cuttack,115,31,6,232,7.89,22.26,0
Sunrisers Hyderabad,Kings XI Punjab,Mohali,88,36,7,202,8.14,14.67,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,63,19,6,196,7.9,19.89,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,101,56,7,184,7.78,10.82,1
Delhi Capitals,Mumbai Indians,Mumbai,79,32,4,184,7.16,14.81,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,18,28,6,148,8.48,3.86,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,139,93,10,176,8.22,8.97,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,106,100,9,116,3.0,6.36,1
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,74,61,8,151,7.83,7.28,0
Delhi Capitals,Mumbai Indians,Mumbai,162,113,10,174,10.29,8.6,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,50,16,7,180,7.5,18.75,0
Sunrisers Hyderabad,Chennai Super Kings,East London,89,50,4,179,7.71,10.68,0
Chennai Super Kings,Mumbai Indians,Chennai,55,25,4,160,6.63,13.2,0
Kolkata Knight Riders,Chennai Super Kings,Ranchi,105,80,6,149,6.6,7.88,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,107,76,7,136,3.95,8.45,0
Chennai Super Kings,Kolkata Knight Riders,Chennai,98,44,7,208,8.68,13.36,1
Kings XI Punjab,Sunrisers Hyderabad,Mohali,118,81,9,159,6.31,8.74,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,60,54,9,141,7.36,6.67,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,42,96,9,90,12.0,2.62,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,106,70,8,189,9.96,9.09,1
Delhi Capitals,Kings XI Punjab,Delhi,151,114,10,158,7.0,7.95,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,118,95,10,155,8.88,7.45,0
Delhi Capitals,Kings XI Punjab,Delhi,60,69,9,112,6.12,5.22,0
Kings XI Punjab,Royal Challengers Bangalore,Indore,82,78,9,149,9.57,6.31,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,103,65,6,166,6.87,9.51,0
Delhi Capitals,Kings XI Punjab,Chandigarh,41,34,6,143,7.12,7.24,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,151,85,7,184,5.66,10.66,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,23,11,5,156,7.32,12.55,0
Delhi Capitals,Rajasthan Royals,Jaipur,58,71,9,142,10.29,4.9,0
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,100,54,6,170,6.36,11.11,0
Kolkata Knight Riders,Rajasthan Royals,Cape Town,47,27,5,151,6.71,10.44,0
Chennai Super Kings,Delhi Capitals,Chennai,28,48,9,115,7.25,3.5,1
Delhi Capitals,Chennai Super Kings,Chennai,145,97,9,169,6.26,8.97,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,74,50,6,176,8.74,8.88,0
Chennai Super Kings,Kings XI Punjab,Chennai,59,32,4,157,6.68,11.06,0
Chennai Super Kings,Mumbai Indians,Port Elizabeth,141,110,9,148,4.2,7.69,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,23,4,2,188,8.53,34.5,0
Chennai Super Kings,Kings XI Punjab,Mumbai,169,94,9,227,13.38,10.79,0
Kolkata Knight Riders,Mumbai Indians,East London,62,37,8,149,6.29,10.05,0
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,102,78,9,135,4.71,7.85,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,134,104,8,150,6.0,7.73,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,124,114,10,130,6.0,6.53,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,99,59,6,165,6.49,10.07,0
Kolkata Knight Riders,Delhi Capitals,Delhi,159,114,10,161,2.0,8.37,1
Chennai Super Kings,Mumbai Indians,Chennai,142,105,9,160,7.2,8.11,0
Royal Challengers Bangalore,Delhi Capitals,Sharjah,122,96,9,146,6.0,7.62,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,31,33,9,147,8.0,5.64,1
Chennai Super Kings,Rajasthan Royals,Jaipur,126,117,10,127,2.0,6.46,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,123,32,3,198,5.11,23.06,0
Kings XI Punjab,Sunrisers Hyderabad,Dharamsala,100,30,5,199,6.6,20.0,0
Rajasthan Royals,Kings XI Punjab,Mohali,55,24,8,191,8.5,13.75,0
Mumbai Indians,Chennai Super Kings,Chennai,150,108,10,166,8.0,8.33,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,68,40,6,163,7.12,10.2,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,140,113,10,150,8.57,7.43,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,57,25,5,171,7.2,13.68,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,50,12,6,241,10.61,25.0,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,19,4,4,187,8.69,28.5,0
Kings XI Punjab,Delhi Capitals,Mohali,90,72,8,173,10.38,7.5,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,62,13,5,236,9.76,28.62,0
Kings XI Punjab,Delhi Capitals,Delhi,25,23,5,165,8.66,6.52,1
Kings XI Punjab,Royal Challengers Bangalore,Indore,22,42,8,149,9.77,3.14,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,152,92,8,186,7.29,9.91,1
Delhi Capitals,Mumbai Indians,Mumbai,71,34,7,174,7.19,12.53,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,148,80,8,208,9.0,11.1,0
Delhi Capitals,Chennai Super Kings,Chennai,196,96,8,223,6.75,12.25,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,172,118,10,172,0.0,8.75,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,51,29,5,143,6.07,10.55,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,51,23,6,176,7.73,13.3,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,118,49,7,224,8.96,14.45,0
Rajasthan Royals,Mumbai Indians,Mumbai,46,33,8,178,9.1,8.36,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,152,118,10,156,12.0,7.73,1
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,38,17,5,163,7.28,13.41,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,88,60,8,165,7.7,8.8,1
Delhi Capitals,Kings XI Punjab,Chandigarh,82,62,7,143,6.31,7.94,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,117,65,7,186,7.53,10.8,1
Chennai Super Kings,Mumbai Indians,Kolkata,52,17,2,149,5.65,18.35,0
Mumbai Indians,Rajasthan Royals,Jaipur,102,74,10,163,7.96,8.27,1
Kings XI Punjab,Rajasthan Royals,Sharjah,190,118,10,192,6.0,9.66,1
Chennai Super Kings,Rajasthan Royals,Jaipur,145,99,8,159,4.0,8.79,1
Delhi Capitals,Kings XI Punjab,Dharamsala,61,24,6,172,6.94,15.25,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,54,42,7,166,8.62,7.71,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,115,111,10,127,8.0,6.22,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,107,103,10,140,11.65,6.23,1
Delhi Capitals,Mumbai Indians,Centurion,120,90,9,166,9.2,8.0,0
Rajasthan Royals,Delhi Capitals,Centurion,77,48,5,144,5.58,9.62,1
Rajasthan Royals,Chennai Super Kings,Pune,125,55,6,211,7.94,13.64,0
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,174,118,10,174,0.0,8.85,0
Rajasthan Royals,Sunrisers Hyderabad,Mumbai,145,65,7,202,6.22,13.38,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,110,84,9,151,6.83,7.86,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,119,117,10,120,2.0,6.1,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,99,62,7,164,6.72,9.58,0
Sunrisers Hyderabad,Delhi Capitals,Delhi,22,31,6,135,7.62,4.26,1
Rajasthan Royals,Mumbai Indians,Mumbai,86,85,10,134,8.23,6.07,1
Kolkata Knight Riders,Rajasthan Royals,Mumbai,83,47,7,200,9.62,10.6,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,25,27,6,145,7.74,5.56,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,179,117,10,185,12.0,9.18,1
Mumbai Indians,Chennai Super Kings,Chennai,149,107,10,166,7.85,8.36,0
Mumbai Indians,Rajasthan Royals,Mumbai,75,90,10,104,5.8,5.0,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,104,77,9,166,8.65,8.1,1
Delhi Capitals,Mumbai Indians,Delhi,97,38,6,175,5.71,15.32,0
Chennai Super Kings,Delhi Capitals,Delhi,127,84,10,172,7.5,9.07,0
Delhi Capitals,Rajasthan Royals,Ahmedabad,60,73,8,142,10.47,4.93,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,141,84,7,172,5.17,10.07,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,52,58,8,129,7.45,5.38,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,56,35,6,166,7.76,9.6,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,85,90,10,127,8.4,5.67,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,25,83,8,90,10.54,1.81,1
Delhi Capitals,Royal Challengers Bangalore,Delhi,199,110,9,216,10.2,10.85,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,150,89,9,172,4.26,10.11,0
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,142,81,9,187,6.92,10.52,1
Kolkata Knight Riders,Mumbai Indians,Cuttack,93,80,10,142,7.35,6.98,1
Kolkata Knight Riders,Kings XI Punjab,Bangalore,57,35,7,200,10.09,9.77,1
Delhi Capitals,Kings XI Punjab,Pune,22,20,8,166,8.64,6.6,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,176,65,2,227,5.56,16.25,0
Delhi Capitals,Mumbai Indians,Sharjah,104,97,10,126,5.74,6.43,0
Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,66,74,9,131,8.48,5.35,1
Rajasthan Royals,Mumbai Indians,Jaipur,41,15,4,173,7.54,16.4,1
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,129,116,10,131,3.0,6.67,1
Delhi Capitals,Chennai Super Kings,Chennai,121,72,8,177,7.0,10.08,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,80,8,1,198,6.32,60.0,0
Rajasthan Royals,Delhi Capitals,Jaipur,90,73,8,152,7.91,7.4,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,88,34,4,166,5.44,15.53,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,64,29,5,137,4.81,13.24,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,62,14,5,236,9.85,26.57,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,22,15,6,146,7.09,8.8,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,82,28,4,186,6.78,17.57,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,74,49,7,175,8.54,9.06,1
Chennai Super Kings,Mumbai Indians,Mumbai,42,23,5,165,7.61,10.96,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,35,18,5,182,8.65,11.67,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,129,88,9,166,6.94,8.8,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,131,106,10,141,4.29,7.42,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,90,51,5,165,6.52,10.59,0
Sunrisers Hyderabad,Delhi Capitals,Durban,169,118,10,174,15.0,8.59,0
Rajasthan Royals,Mumbai Indians,Mumbai,71,48,9,192,10.08,8.88,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,68,19,2,186,7.01,21.47,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,20,5,4,136,6.05,24.0,0
Kolkata Knight Riders,Delhi Capitals,Delhi,140,113,10,147,6.0,7.43,1
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,116,83,9,163,7.62,8.39,0
Chennai Super Kings,Rajasthan Royals,Chennai,89,71,9,148,7.22,7.52,1
Kings XI Punjab,Kolkata Knight Riders,Indore,63,15,4,251,10.74,25.2,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,106,73,10,171,8.3,8.71,0
Kings XI Punjab,Mumbai Indians,Chandigarh,82,47,7,173,7.48,10.47,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,120,103,10,143,8.12,6.99,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,64,47,7,183,9.78,8.17,1
Chennai Super Kings,Mumbai Indians,Cape Town,133,89,8,166,6.39,8.97,0
Delhi Capitals,Kolkata Knight Riders,Pune,113,83,8,163,8.11,8.17,0
Rajasthan Royals,Kings XI Punjab,Mohali,99,68,9,191,10.62,8.74,0
Sunrisers Hyderabad,Chennai Super Kings,Nagpur,35,27,7,139,6.71,7.78,0
Chennai Super Kings,Delhi Capitals,Delhi,154,118,10,155,3.0,7.83,1
Kolkata Knight Riders,Delhi Capitals,Delhi,163,106,10,178,6.43,9.23,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,34,42,9,144,8.46,4.86,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,74,41,7,188,8.66,10.83,1
Delhi Capitals,Rajasthan Royals,Delhi,54,63,7,125,7.47,5.14,1
Delhi Capitals,Chennai Super Kings,Pune,201,102,9,219,6.0,11.82,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,90,60,9,184,9.4,9.0,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,55,32,4,149,6.41,10.31,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,31,60,8,75,4.4,3.1,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,47,24,6,209,10.12,11.75,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,7,56,8,98,8.53,0.75,0
Chennai Super Kings,Royal Challengers Bangalore,Mumbai,175,119,10,176,6.0,8.82,1
Kolkata Knight Riders,Kings XI Punjab,Cuttack,49,48,9,150,8.42,6.12,1
Chennai Super Kings,Rajasthan Royals,Jaipur,66,43,6,127,4.75,9.21,1
Mumbai Indians,Delhi Capitals,Delhi,67,49,8,165,8.28,8.2,0
Rajasthan Royals,Sunrisers Hyderabad,Visakhapatnam,48,42,9,128,6.15,6.86,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,115,114,10,120,5.0,6.05,1
Chennai Super Kings,Kings XI Punjab,Cuttack,176,74,8,232,7.3,14.27,0
Kings XI Punjab,Rajasthan Royals,Jaipur,99,52,7,162,5.56,11.42,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,26,4,4,173,7.6,39.0,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,78,38,7,197,8.71,12.32,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,95,106,8,107,5.14,5.38,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,30,9,6,192,8.76,20.0,0
Chennai Super Kings,Rajasthan Royals,Jaipur,110,61,6,159,4.98,10.82,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,86,78,8,133,6.71,6.62,1
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,34,31,7,147,7.62,6.58,0
Kolkata Knight Riders,Delhi Capitals,Delhi,80,40,6,187,8.02,12.0,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,117,29,3,206,5.87,24.21,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,61,55,9,152,8.4,6.65,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,30,25,8,146,7.33,7.2,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,69,60,7,138,6.9,6.9,1
Kings XI Punjab,Mumbai Indians,Chandigarh,92,46,8,190,7.95,12.0,0
Delhi Capitals,Sunrisers Hyderabad,Centurion,144,114,10,149,5.0,7.58,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,22,18,4,161,8.18,7.33,1
Sunrisers Hyderabad,Chennai Super Kings,East London,89,51,4,179,7.83,10.47,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,45,26,5,165,7.66,10.38,0
Rajasthan Royals,Chennai Super Kings,Pune,132,63,7,211,8.32,12.57,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,22,11,5,215,10.62,12.0,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,136,110,10,148,7.2,7.42,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,151,119,10,151,0.0,7.61,1
Rajasthan Royals,Kings XI Punjab,Jaipur,38,11,4,201,8.97,20.73,0
Delhi Capitals,Royal Challengers Bangalore,Delhi,155,77,8,216,8.51,12.08,0
Rajasthan Royals,Royal Challengers Bangalore,Centurion,94,100,10,106,3.6,5.64,1
Kings XI Punjab,Mumbai Indians,Mumbai,124,73,9,198,9.45,10.19,0
Mumbai Indians,Kings XI Punjab,Chandigarh,74,69,9,157,9.76,6.43,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,136,112,10,147,8.25,7.29,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,63,24,7,201,8.62,15.75,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,160,99,9,186,7.43,9.7,1
Delhi Capitals,Kings XI Punjab,Delhi,68,77,10,119,7.12,5.3,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,161,109,10,175,7.64,8.86,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,199,113,9,206,6.0,10.57,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai,41,71,9,83,5.14,3.46,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,96,86,8,136,7.06,6.7,1
Chennai Super Kings,Rajasthan Royals,Ranchi,79,67,8,149,7.92,7.07,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,139,96,9,174,8.75,8.69,0
Chennai Super Kings,Rajasthan Royals,Kimberley,7,14,7,141,7.58,3.0,1
Rajasthan Royals,Mumbai Indians,Mumbai,15,12,5,192,9.83,7.5,1
Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,169,110,10,174,3.0,9.22,1
Sunrisers Hyderabad,Delhi Capitals,Centurion,17,38,6,154,10.02,2.68,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,36,24,7,160,7.75,9.0,1
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,83,72,9,143,7.5,6.92,0
Kings XI Punjab,Rajasthan Royals,Indore,130,92,8,161,6.64,8.48,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,56,58,7,139,8.03,5.79,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,46,33,8,201,10.69,8.36,1
Chennai Super Kings,Mumbai Indians,Mumbai,41,23,5,165,7.67,10.7,0
Chennai Super Kings,Mumbai Indians,Mumbai,101,69,5,140,4.59,8.78,0
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,38,41,9,146,8.2,5.56,1
Delhi Capitals,Kings XI Punjab,Chandigarh,90,68,7,143,6.12,7.94,0
Delhi Capitals,Mumbai Indians,Mumbai,64,40,4,143,5.92,9.6,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,105,51,8,201,8.35,12.35,0
Rajasthan Royals,Mumbai Indians,Mumbai,164,115,10,178,16.8,8.56,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,136,80,7,172,5.4,10.2,1
Delhi Capitals,Royal Challengers Bangalore,Bangalore,42,16,4,158,6.69,15.75,0
Mumbai Indians,Kings XI Punjab,Indore,112,78,9,199,12.43,8.62,1
Mumbai Indians,Chennai Super Kings,Chennai,69,43,7,159,7.01,9.63,1
Delhi Capitals,Mumbai Indians,Mumbai,134,92,10,174,8.57,8.74,0
Chennai Super Kings,Rajasthan Royals,Jaipur,123,69,6,159,4.24,10.7,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,106,92,8,131,5.36,6.91,1
Rajasthan Royals,Delhi Capitals,Bloemfontein,40,13,1,151,6.22,18.46,0
Chennai Super Kings,Rajasthan Royals,Chennai,144,81,9,212,10.46,10.67,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,194,118,10,195,3.0,9.86,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,24,1,1,137,5.7,144.0,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,4,12,7,169,9.17,2.0,1
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,92,56,8,153,5.72,9.86,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,72,52,6,158,7.59,8.31,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,124,82,9,172,7.58,9.07,1
Kings XI Punjab,Delhi Capitals,Delhi,137,70,7,189,6.24,11.74,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,43,30,4,174,8.73,8.6,0
Mumbai Indians,Delhi Capitals,Mumbai,46,25,5,153,6.76,11.04,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,84,63,9,135,5.37,8.0,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,76,35,4,185,7.69,13.03,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,32,9,4,163,7.08,21.33,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,-3,10,8,201,11.13,-1.8,1
Kings XI Punjab,Rajasthan Royals,Jaipur,162,119,10,162,0.0,8.17,0
Royal Challengers Bangalore,Chennai Super Kings,Ranchi,65,38,9,139,5.41,10.26,1
Kolkata Knight Riders,Kings XI Punjab,Durban,129,97,10,159,7.83,7.98,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,115,104,10,151,13.5,6.63,1
Rajasthan Royals,Chennai Super Kings,Chennai,183,115,9,183,0.0,9.55,0
Kolkata Knight Riders,Delhi Capitals,Delhi,18,22,7,154,8.33,4.91,1
Delhi Capitals,Chennai Super Kings,Johannesburg,159,114,10,164,5.0,8.37,0
Delhi Capitals,Sunrisers Hyderabad,Delhi,117,97,7,146,7.57,7.24,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,155,98,8,189,9.27,9.49,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,196,98,9,224,7.64,12.0,0
Delhi Capitals,Sunrisers Hyderabad,Delhi,112,72,7,169,7.12,9.33,0
Delhi Capitals,Sunrisers Hyderabad,Centurion,100,81,8,149,7.54,7.41,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,106,90,9,143,7.4,7.07,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,106,32,5,233,8.66,19.88,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,140,96,9,172,8.0,8.75,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,63,31,5,143,5.39,12.19,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,152,87,7,184,5.82,10.48,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,224,112,10,233,6.75,12.0,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,169,98,8,212,11.73,10.35,0
Kings XI Punjab,Mumbai Indians,Mumbai,91,45,9,198,8.56,12.13,0
Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,66,28,7,214,9.65,14.14,0
Kings XI Punjab,Delhi Capitals,Delhi,8,5,4,165,8.19,9.6,1
Kings XI Punjab,Chennai Super Kings,Durban,75,60,8,117,4.2,7.5,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,14,11,6,184,9.36,7.64,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,65,52,9,140,6.62,7.5,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,165,109,9,171,3.27,9.08,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,24,23,7,147,7.61,6.26,0
Mumbai Indians,Chennai Super Kings,Pune,62,40,9,177,8.62,9.3,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,164,106,10,188,10.29,9.28,0
Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,39,89,9,71,6.19,2.63,1
Kolkata Knight Riders,Mumbai Indians,East London,110,77,8,149,5.44,8.57,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,95,81,9,147,8.0,7.04,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,125,94,10,176,11.77,7.98,1
Kings XI Punjab,Rajasthan Royals,Chandigarh,104,80,9,184,12.0,7.8,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,162,118,10,162,0.0,8.24,1
Delhi Capitals,Kings XI Punjab,Chandigarh,103,83,8,143,6.49,7.45,0
Kings XI Punjab,Chennai Super Kings,Durban,68,42,6,117,3.77,9.71,0
Chennai Super Kings,Kolkata Knight Riders,Chennai,140,107,10,148,3.69,7.85,1
Mumbai Indians,Kings XI Punjab,Dharamsala,106,47,5,184,6.41,13.53,0
Delhi Capitals,Sunrisers Hyderabad,Delhi,103,68,7,169,7.62,9.09,0
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,24,27,7,144,7.74,5.33,1
Kolkata Knight Riders,Delhi Capitals,Delhi,134,102,10,161,9.0,7.88,1
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,136,101,10,158,6.95,8.08,0
Mumbai Indians,Kings XI Punjab,Durban,36,28,6,120,5.48,7.71,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,56,53,10,166,9.85,6.34,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,160,71,7,224,7.84,13.52,0
Kolkata Knight Riders,Kings XI Punjab,Bangalore,44,27,6,200,10.06,9.78,1
Delhi Capitals,Royal Challengers Bangalore,Port Elizabeth,1,5,6,150,7.77,1.2,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,142,111,10,145,2.0,7.68,0
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,97,85,7,139,7.2,6.85,0
